gene	aRRA	p_value	p_value (adj.)	significant	# sgRNAs	# signif. sgRNAs	avg. logFC
HBEGF	4.05785450911e-09	0.0	0.0	True	6	4	2.89205248494
PIP5K1B	9.73018427512e-07	0.0	0.0	True	6	3	2.02820301145
MRI1	1.4312113678e-06	0.0	0.0	True	6	2	1.05484901011
HELT	6.33082839261e-06	0.002	0.60875	False	6	2	0.565030145541
LRRC8C	7.09241775861e-06	0.002	0.60875	False	6	2	0.447669518858
CSGALNACT1	7.17970823274e-06	0.002	0.60875	False	6	2	0.271527890676
NonTargetingControlGuideForHuman_0017	8.16920048035e-06	0.002	0.60875	False	1	1	11.491294421
CPSF3L	8.26883708423e-06	0.002	0.60875	False	6	2	0.429823028403
COL20A1	1.03072832098e-05	0.002	0.60875	False	6	2	0.333911976188
RNF151	1.48897451719e-05	0.003	0.60875	False	6	3	0.342642742034
RPUSD4	1.63384009607e-05	0.003	0.60875	False	6	1	1.06194869832
PRAMEF1	1.76313410568e-05	0.003	0.60875	False	6	2	2.27660391035
ANKRD16	2.4507601441e-05	0.003	0.60875	False	6	1	-0.76232370369
RABEP2	3.10404392107e-05	0.003	0.60875	False	6	2	0.67600811068
SBNO2	3.26768019214e-05	0.003	0.60875	False	6	1	0.401846188799
PCDHB1	3.54175259382e-05	0.003	0.60875	False	6	2	1.29779018067
TMEM115	3.54175259382e-05	0.003	0.60875	False	6	2	0.505668051337
TOR1A	3.55497308293e-05	0.003	0.60875	False	6	3	0.673777669318
M6PR	3.57488265581e-05	0.003	0.60875	False	6	2	1.82646741876
GSX2	3.92087888091e-05	0.003	0.60875	False	6	2	0.916170350031
COL5A2	4.02903598271e-05	0.003	0.60875	False	6	2	0.24279628476
SAMD8	4.37313429763e-05	0.003	0.60875	False	6	2	1.07391882419
IQSEC3	4.37313429763e-05	0.003	0.60875	False	6	2	0.821970272263
ELAC2	4.37313429763e-05	0.003	0.60875	False	6	2	0.457857856092
POU2F1	4.37313429763e-05	0.003	0.60875	False	6	2	0.996542392393
XKRX	4.37313429763e-05	0.003	0.60875	False	6	2	0.810989921696
HMGN4	4.69767567566e-05	0.003	0.60875	False	6	2	0.0591903236706
MYEF2	4.7088806226e-05	0.003	0.60875	False	6	2	0.621118055399
PSMC3IP	4.90152028821e-05	0.003	0.60875	False	6	1	1.03118965432
ANK2	5.156284344e-05	0.003	0.60875	False	6	2	0.65242969904
GPR137	5.71844033624e-05	0.003	0.60875	False	6	1	-0.536591685664
FNTB	5.75337821504e-05	0.003	0.60875	False	6	2	0.656239169059
TSNAXIP1	6.29212828103e-05	0.003	0.60875	False	6	2	1.62828353051
CCDC22	6.53536038428e-05	0.003	0.60875	False	6	1	-0.278810223425
OGN	6.62030175696e-05	0.003	0.60875	False	6	2	1.20806017799
KCNK16	6.76062219516e-05	0.003	0.60875	False	6	2	0.96606930585
BRPF1	7.35228043231e-05	0.004	0.60875	False	6	1	0.77020553091
PSMD5	8.06036100462e-05	0.004	0.60875	False	6	2	0.965678485103
EBF2	8.06036100462e-05	0.004	0.60875	False	6	2	1.25983780529
FEZF2	8.06036100462e-05	0.004	0.60875	False	6	2	0.348689785264
GALNT16	8.06036100462e-05	0.004	0.60875	False	6	2	-0.730089045587
HAUS2	8.06036100462e-05	0.004	0.60875	False	6	2	-0.311492998685
C1orf123	8.06036100462e-05	0.004	0.60875	False	6	2	0.665468310025
RECQL4	8.16920048035e-05	0.004	0.60875	False	6	1	-1.28562926879
ABHD12	8.98612052838e-05	0.004	0.60875	False	6	1	0.714211345394
MRAP	9.56197071427e-05	0.004	0.60875	False	6	2	1.24868345106
PIH1D2	9.56197071427e-05	0.004	0.60875	False	6	2	-0.245122408526
TRPC5	9.80304057642e-05	0.004	0.60875	False	6	1	0.768189112276
