gene	aRRA	p_value	p_value (adj.)	significant	# sgRNAs	# signif. sgRNAs	avg. logFC
HBEGF	2.77087906614e-08	0.0	0.0	True	6	5	6.38592654284
DEPDC4	3.30688848577e-07	0.0	0.0	True	6	3	3.09292228694
ITGA7	1.24504961709e-06	0.0	0.0	True	6	4	4.24610390993
BCR	4.00522985192e-06	0.0	0.0	True	6	3	2.1062038828
PRAMEF1	4.12108805877e-06	0.0	0.0	True	6	2	0.0
STEAP4	4.49049170389e-06	0.001	0.153251748252	False	6	4	3.65086896864
PIWIL3	4.49049170389e-06	0.001	0.153251748252	False	6	4	3.92332553524
FMO4	5.13907650856e-06	0.001	0.153251748252	False	6	2	0.00450504404667
ERC2	5.25726206284e-06	0.001	0.153251748252	False	6	3	1.88561931791
ZMYM3	5.52215235765e-06	0.001	0.153251748252	False	6	4	3.54558158674
OR4P4	5.67932294412e-06	0.001	0.153251748252	False	6	3	2.52821428737
CEP120	5.81633781577e-06	0.001	0.153251748252	False	6	4	3.51533887014
GRK7	7.55664892118e-06	0.001	0.153251748252	False	6	2	-0.579232057356
GALNT13	7.55664892118e-06	0.001	0.153251748252	False	6	2	1.16440431152
PRDM13	8.16920048035e-06	0.001	0.153251748252	False	6	1	0.0
MAPK10	1.0260855521e-05	0.001	0.153251748252	False	6	3	2.35623708677
GH1	1.12285275482e-05	0.001	0.153251748252	False	6	4	3.55701593943
PQLC2	1.12984127907e-05	0.001	0.153251748252	False	6	4	3.65400584298
SPEN	1.41531752663e-05	0.001	0.153251748252	False	6	3	0.897470583824
TAS2R4	1.45403746979e-05	0.001	0.153251748252	False	6	4	3.17352370331
HAUS2	1.49210790963e-05	0.001	0.153251748252	False	6	4	3.52565521195
NonTargetingControlGuideForHuman_0017	1.63384009607e-05	0.001	0.153251748252	False	1	1	10.7838695051
CDK13	1.67574885771e-05	0.001	0.153251748252	False	6	4	3.10671670057
PKD2L1	1.82541866188e-05	0.001	0.153251748252	False	6	2	-0.71970821071
KDM2B	2.09026505691e-05	0.001	0.153251748252	False	6	3	1.53036292384
MOGAT1	2.10031691954e-05	0.001	0.153251748252	False	6	2	0.178799900591
SLC35B2	2.4507601441e-05	0.001	0.153251748252	False	6	1	-0.493982772306
RIBC1	2.58190273639e-05	0.001	0.153251748252	False	6	2	1.01074482283
RP1	2.61104127099e-05	0.001	0.153251748252	False	6	2	-0.993982232805
NEURL4	2.73916227106e-05	0.001	0.153251748252	False	6	3	2.12205242072
FAM177A1	2.77207484444e-05	0.001	0.153251748252	False	6	2	-0.654946819745
APAF1	3.38313318926e-05	0.001	0.153251748252	False	6	2	-0.657694245067
INHA	3.38313318926e-05	0.001	0.153251748252	False	6	2	-0.494627876788
PARN	3.60523672668e-05	0.001	0.153251748252	False	6	2	-1.8807062327
PLEKHM2	3.61636219487e-05	0.001	0.153251748252	False	6	3	1.0660323147
LIN37	3.67961160607e-05	0.001	0.153251748252	False	6	3	2.83138558666
H2AFY2	4.04200370485e-05	0.001	0.153251748252	False	6	3	2.00816785921
AKIRIN1	4.08460024017e-05	0.001	0.153251748252	False	6	1	0.0
OR3A2	4.26781751049e-05	0.001	0.153251748252	False	6	4	3.21501015715
KIAA2022	4.36526426106e-05	0.001	0.153251748252	False	6	4	3.38377412571
ZDHHC13	4.46169389398e-05	0.001	0.153251748252	False	6	4	2.79180833232
HDLBP	4.69648962151e-05	0.001	0.153251748252	False	6	3	1.99810859987
INPP5D	4.69648962151e-05	0.001	0.153251748252	False	6	3	0.772855296398
GRM1	4.69648962151e-05	0.001	0.153251748252	False	6	3	1.34195474327
ZNF154	4.69648962151e-05	0.001	0.153251748252	False	6	3	1.3405848165
TCP11L2	4.69648962151e-05	0.001	0.153251748252	False	6	3	3.00154886395
CNEP1R1	4.69648962151e-05	0.001	0.153251748252	False	6	3	3.65725699849
HOXC11	4.69648962151e-05	0.001	0.153251748252	False	6	3	2.13358072363
KRTAP25-1	4.78203811496e-05	0.001	0.153251748252	False	6	2	0.442821652903
OR4K5	4.78203811496e-05	0.001	0.153251748252	False	6	2	0.0438808188727
IQGAP3	4.90152028821e-05	0.001	0.153251748252	False	6	1	-0.995910425877
CLEC1A	5.26857098396e-05	0.001	0.153251748252	False	6	3	2.11845742639
RSAD1	5.29271760529e-05	0.001	0.153251748252	False	6	3	2.97716525416
GLP1R	5.45979392316e-05	0.001	0.153251748252	False	6	2	0.00601722769685
CLVS1	6.23116909116e-05	0.001	0.153251748252	False	6	3	1.9071177251
KRTAP6-1	6.46830588417e-05	0.001	0.153251748252	False	6	2	-2.23653191247
SBSPON	6.53525360694e-05	0.001	0.153251748252	False	6	2	-2.05515562135
SLIT2	6.53536038428e-05	0.001	0.153251748252	False	4	1	-2.0013487176
MAK16	6.56036562445e-05	0.001	0.153251748252	False	6	3	3.27644840016
ALPK1	6.72707909534e-05	0.001	0.153251748252	False	6	2	-0.993982232805
MRPL54	7.35228043231e-05	0.001	0.153251748252	False	6	1	-1.15232212185
GPSM1	7.58356682083e-05	0.001	0.153251748252	False	6	2	-0.657694245067
SKA3	7.74997949062e-05	0.001	0.153251748252	False	6	3	1.848357595
OR52K1	7.74997949062e-05	0.001	0.153251748252	False	6	3	1.848357595
ARHGAP27	7.74997949062e-05	0.001	0.153251748252	False	6	3	2.62465901338
DUSP27	7.74997949062e-05	0.001	0.153251748252	False	6	3	2.35179785907
SURF4	7.74997949062e-05	0.001	0.153251748252	False	6	3	2.0601745741
COQ3	7.74997949062e-05	0.001	0.153251748252	False	6	3	0.451561695063
MBTPS2	7.74997949062e-05	0.001	0.153251748252	False	6	3	1.85308519013
TYRP1	7.74997949062e-05	0.001	0.153251748252	False	6	3	1.848357595
ZNF75A	7.74997949062e-05	0.001	0.153251748252	False	6	3	1.56090134271
DSTYK	7.74997949062e-05	0.001	0.153251748252	False	6	3	1.848357595
AGTR2	7.74997949062e-05	0.001	0.153251748252	False	6	3	1.848357595
OR4Q3	7.74997949062e-05	0.001	0.153251748252	False	6	3	3.25030597038
MRPL39	7.74997949062e-05	0.001	0.153251748252	False	6	3	1.848357595
BEST2	7.74997949062e-05	0.001	0.153251748252	False	6	3	1.848357595
hsa-mir-1208	8.20771373159e-05	0.001	0.153251748252	False	4	2	1.53821182533
ZNF81	8.34147236866e-05	0.001	0.153251748252	False	6	2	0.0
ACKR4	8.34147236866e-05	0.001	0.153251748252	False	6	2	0.0
OR8K1	8.98612052838e-05	0.001	0.153251748252	False	6	1	0.00945803127324
SULT1C4	9.1497965018e-05	0.001	0.153251748252	False	6	3	1.79849847806
SLC27A4	9.36292388028e-05	0.001	0.153251748252	False	6	3	1.79746658762
ADRA1A	9.75484613956e-05	0.001	0.153251748252	False	6	3	3.09184302888
EN2	9.75484613956e-05	0.001	0.153251748252	False	6	3	2.96290278958
MRI1	9.79503394444e-05	0.001	0.153251748252	False	6	2	0.506017227697
GALNT1	9.79503394444e-05	0.001	0.153251748252	False	6	2	-0.65623645231
CYP39A1	9.79503394444e-05	0.001	0.153251748252	False	6	2	1.00299454202
UPB1	0.000101282395501	0.001	0.153251748252	False	6	3	0.555025737627
B3GAT3	0.000107299479566	0.001	0.153251748252	False	6	2	0.0
IL17F	0.000110861672329	0.001	0.153251748252	False	6	3	2.21611623024
C15orf39	0.000113282770176	0.001	0.153251748252	False	6	3	1.26580006464
DCAF13	0.000113512436138	0.001	0.153251748252	False	6	3	1.69449898314
MSRA	0.000113914218891	0.001	0.153251748252	False	6	2	0.213105843584
DGCR8	0.000113972698878	0.001	0.153251748252	False	6	3	1.69020399878
NUDT2	0.000114365536669	0.001	0.153251748252	False	6	2	0.0
IRAK1BP1	0.000118436950572	0.001	0.153251748252	False	6	3	2.17213849167
C10orf82	0.000118436950572	0.001	0.153251748252	False	6	3	2.60765609817
GATA4	0.000118436950572	0.001	0.153251748252	False	6	3	2.66546855199
NEDD4	0.000118436950572	0.001	0.153251748252	False	6	3	2.38008711873
KCNH6	0.000122592435435	0.001	0.153251748252	False	6	3	3.06764001796
DDX56	0.000126318831307	0.001	0.153251748252	False	6	3	1.66440431152
FOXF1	0.000126539754904	0.001	0.153251748252	False	6	2	-0.657694245067
PRR15L	0.000126539754904	0.001	0.153251748252	False	6	2	-0.994946973609
PTAFR	0.000126539754904	0.001	0.153251748252	False	6	2	0.504727595134
CSGALNACT2	0.000126539754904	0.001	0.153251748252	False	6	2	-3.51057669958
APOL1	0.000130308869295	0.001	0.153251748252	False	6	3	1.66440431152
ETV5	0.000131550748659	0.001	0.153251748252	False	6	2	-1.65412337785
EXT2	0.000137807433537	0.001	0.153251748252	False	6	2	0.0025768509747
PCDHGA1	0.000138876408166	0.001	0.153251748252	False	6	1	0.0
OR7G1	0.000140408879863	0.001	0.153251748252	False	6	2	0.0584826000313
SPINK1	0.000142449044436	0.001	0.153251748252	False	6	2	-0.0133656897013
PGC	0.000147045608646	0.001	0.153251748252	False	6	1	0.0
ADAP1	0.000150355906344	0.001	0.153251748252	False	6	2	-0.846185727661
NFKB2	0.000150355906344	0.001	0.153251748252	False	6	2	1.93034470131
PKM	0.000150355906344	0.001	0.153251748252	False	6	2	-0.988886945934
IFI27	0.000150355906344	0.001	0.153251748252	False	6	2	-1.88294754854
CNOT8	0.000150355906344	0.001	0.153251748252	False	6	2	-0.657694245067
SLC22A1	0.000156835155237	0.001	0.153251748252	False	6	2	0.213535977336
GAST	0.000159299409367	0.001	0.153251748252	False	6	1	-1.20128507784
DMD	0.000160850466995	0.001	0.153251748252	False	6	2	-0.286464022664
PRSS2	0.000163377336023	0.001	0.153251748252	False	6	2	0.0
RNF151	0.000171553210087	0.001	0.153251748252	False	6	1	-0.895010666538
CSRP2	0.000172482504772	0.001	0.153251748252	False	6	3	1.64166646373
CNGB3	0.000174601386103	0.001	0.153251748252	False	6	2	0.0
PTPLAD2	0.000174601386103	0.001	0.153251748252	False	6	2	-1.99182085175
ZNF287	0.000174809023223	0.001	0.153251748252	False	6	3	1.62869135186
PRKACG	0.000175999328064	0.001	0.153251748252	False	6	3	3.02274869883
LEPROTL1	0.000177311023072	0.001	0.153251748252	False	6	3	1.18427710887
METTL20	0.000178979243676	0.001	0.153251748252	False	6	3	2.11160721097
FBXO15	0.000180266578569	0.001	0.153251748252	False	6	3	1.59776028916
ZYG11B	0.000180423037329	0.001	0.153251748252	False	6	3	1.59441267755
SCGB2A2	0.000185358112079	0.001	0.153251748252	False	6	3	1.59441999249
ZBTB37	0.000186342538811	0.001	0.153251748252	False	6	2	1.00601722769
BCKDK	0.000186876014545	0.001	0.153251748252	False	6	3	1.5884027648
ZIK1	0.000186876014545	0.001	0.153251748252	False	6	3	1.5884027648
MPZL3	0.000188579524051	0.001	0.153251748252	False	6	2	1.50278550632
ATP2B2	0.000190706975772	0.001	0.153251748252	False	6	3	0.342822792748
MAP4	0.000191976211288	0.001	0.153251748252	False	6	1	0.0
NPY	0.000191976211288	0.001	0.153251748252	False	6	1	0.600827043524
FPR1	0.000192009095734	0.001	0.153251748252	False	6	3	1.56289582524
LYSMD4	0.000193358100859	0.001	0.153251748252	False	6	3	2.55966614964
HIST1H1C	0.000194002745067	0.001	0.153251748252	False	6	2	-0.0641412918168
EPHB4	0.000196051201568	0.001	0.153251748252	False	6	2	0.0
FAM216A	0.000201353297041	0.002	0.290264900662	False	6	2	0.998487276852
AKAP12	0.000202090989774	0.002	0.290264900662	False	6	3	2.27471485012
OR4S1	0.000203783653505	0.002	0.290264900662	False	6	3	0.848322982627
ASIP	0.000204230012009	0.002	0.290264900662	False	6	1	-1.65206428248
C11orf86	0.00020775557294	0.002	0.290264900662	False	6	3	0.280763924216
HCN4	0.00020775557294	0.002	0.290264900662	False	6	3	1.50601722769
ZNF124	0.00020775557294	0.002	0.290264900662	False	6	3	1.50601722769
LLPH	0.000212399212489	0.002	0.290264900662	False	6	1	-0.657694245067
DCAF7	0.000213708853228	0.003	0.380028901734	False	6	2	1.94883751348
XKR7	0.000213708853228	0.003	0.380028901734	False	6	2	0.0
PARVB	0.000213708853228	0.003	0.380028901734	False	6	2	-0.657694245067
TRPV6	0.000218332252947	0.003	0.380028901734	False	6	3	1.75387705524
PCDHB1	0.000218332252947	0.003	0.380028901734	False	6	3	2.62022356869
SRPK1	0.000218332252947	0.003	0.380028901734	False	6	3	2.50688052815
hsa-mir-501	0.000225082107954	0.003	0.380028901734	False	4	2	1.9961266818
C11orf35	0.000227613461331	0.003	0.380028901734	False	6	3	1.50344026407
OPALIN	0.000227613461331	0.003	0.380028901734	False	6	3	2.3469461617
FADS3	0.000227613461331	0.003	0.380028901734	False	6	3	0.847286407477
UBE2G1	0.000227613461331	0.003	0.380028901734	False	6	3	0.280291789289
PRKACA	0.000227613461331	0.003	0.380028901734	False	6	3	1.50344026407
CECR6	0.000227613461331	0.003	0.380028901734	False	6	3	1.50945749177
KCTD2	0.000227613461331	0.003	0.380028901734	False	6	3	2.21611623024
FNTA	0.000227613461331	0.003	0.380028901734	False	6	3	1.50344026407
EXT1	0.000228724533226	0.003	0.380028901734	False	6	2	-0.656153856598
AK5	0.00022873761345	0.003	0.380028901734	False	6	1	0.0
IDH3A	0.000237379103445	0.003	0.380028901734	False	6	2	-2.762768511
CD52	0.000239144466528	0.003	0.380028901734	False	6	2	1.40818196558
MAP2K3	0.000242928028002	0.003	0.380028901734	False	6	3	0.231632258405
SERTAD3	0.000244841340547	0.003	0.380028901734	False	6	3	0.218699410552
SETDB1	0.000245060998847	0.003	0.380028901734	False	6	2	0.0
KCNE1	0.00024507601441	0.004	0.461368421053	False	6	1	-0.0893808004329
hsa-mir-3912	0.000252203802162	0.004	0.461368421053	False	4	2	2.60276361873
POU3F2	0.000252203802162	0.004	0.461368421053	False	6	2	0.0
FAM173A	0.000252203802162	0.004	0.461368421053	False	6	2	0.0
DNAJC3	0.000252203802162	0.004	0.461368421053	False	6	2	1.11463647474
NKX2-4	0.000252203802162	0.004	0.461368421053	False	6	2	0.0
GPR35	0.000252203802162	0.004	0.461368421053	False	6	2	0.776861679993
EIF4A2	0.000255988735319	0.004	0.461368421053	False	6	3	1.40969468872
ZNF396	0.000257329815131	0.004	0.461368421053	False	6	1	-0.657694245067
SLC19A3	0.000261397330997	0.004	0.461368421053	False	6	2	-0.581379313263
STAT2	0.000261912785267	0.004	0.461368421053	False	6	3	1.70303923954
ABCB11	0.000265876640342	0.004	0.461368421053	False	6	2	0.0
MED20	0.000269583615852	0.004	0.461368421053	False	6	1	0.0
TNKS	0.000274605437495	0.004	0.461368421053	False	6	2	-0.656153856598
GRID1	0.000277752816332	0.004	0.461368421053	False	6	1	-1.31538849013
CCDC86	0.000279090936589	0.004	0.461368421053	False	6	2	0.0
SMCR8	0.000279637102675	0.004	0.461368421053	False	6	2	0.0
TBATA	0.000287062598994	0.005	0.492471910112	False	6	2	0.748214511548
LRRTM3	0.000288587129126	0.005	0.492471910112	False	6	2	-1.22314847479
IL20	0.000302260417773	0.005	0.492471910112	False	6	1	-0.993982232805
HS6ST1	0.000302347524723	0.005	0.492471910112	False	6	2	-1.01939348216
PLEK	0.000302347524723	0.005	0.492471910112	False	6	2	0.0
ATP6V1G1	0.000302347524723	0.005	0.492471910112	False	6	2	-0.993982232805
CALML6	0.000317300890134	0.005	0.492471910112	False	6	2	0.0
TRIM42	0.000317300890134	0.005	0.492471910112	False	6	2	0.0566972559815
PRR14	0.000318573442432	0.005	0.492471910112	False	6	2	-1.51711797517
CCS	0.000318757733444	0.005	0.492471910112	False	6	2	0.215086781479
BANP	0.000323882962267	0.005	0.492471910112	False	6	2	1.50688052816
DCAF8L2	0.000326768019214	0.005	0.492471910112	False	6	1	-2.56977628086
TRIM24	0.000327864639163	0.005	0.492471910112	False	6	2	1.34147815025
CRYGA	0.000327864639163	0.005	0.492471910112	False	6	2	0.503550926857
ICT1	0.000327864639163	0.005	0.492471910112	False	6	2	0.896419653895
OGDHL	0.000334106708893	0.005	0.492471910112	False	6	2	-1.39789967553
MFSD4	0.000334106708893	0.005	0.492471910112	False	6	2	1.62065370244
hsa-mir-548ah	0.000334937219694	0.005	0.492471910112	False	2	1	3.81921261312
CXorf57	0.000337249816636	0.005	0.492471910112	False	6	2	0.711645304367
LCE1B	0.000343106420175	0.005	0.492471910112	False	6	1	-2.01031478965
KBTBD7	0.000353954130188	0.005	0.492471910112	False	6	2	-0.656153856598
MAB21L1	0.000353954130188	0.005	0.492471910112	False	6	2	1.65914839862
PMEPA1	0.000353954130188	0.005	0.492471910112	False	6	2	0.233477690841
DEFB128	0.000353954130188	0.005	0.492471910112	False	6	2	-1.53891774401
RPP25	0.000353954130188	0.005	0.492471910112	False	6	2	-1.05793144202
IDUA	0.000353954130188	0.005	0.492471910112	False	6	2	0.300974540829
TGFBR1	0.000353954130188	0.005	0.492471910112	False	6	2	0.0
KCNJ4	0.000353954130188	0.005	0.492471910112	False	6	2	0.665166165812
SRSF2	0.000353954130188	0.005	0.492471910112	False	6	2	0.0
CD97	0.000355360220895	0.005	0.492471910112	False	6	1	-1.21923607578
TMEM17	0.000355360220895	0.005	0.492471910112	False	6	1	-1.22314847479
SHCBP1L	0.000358630377092	0.005	0.492471910112	False	6	3	1.39700642831
NUDT3	0.000361172379789	0.006	0.492471910112	False	6	3	1.38826847114
LRCH2	0.000366480592696	0.006	0.492471910112	False	6	3	1.37364001361
GPR22	0.000367548438122	0.006	0.492471910112	False	6	3	2.00868251598
LENG8	0.000367548438122	0.006	0.492471910112	False	6	3	2.77515876759
OR9Q2	0.000367614021616	0.006	0.492471910112	False	6	1	0.401588060211
hsa-mir-3174	0.000367925819411	0.006	0.492471910112	False	4	3	3.37879825425
TGFB3	0.000371062195551	0.006	0.492471910112	False	6	2	1.65914839862
SYT6	0.000371207283657	0.006	0.492471910112	False	6	3	2.41055798918
LDOC1L	0.000371376988492	0.006	0.492471910112	False	6	2	0.0
FAM129C	0.00037674888965	0.006	0.492471910112	False	6	2	-2.05294975653
LYPD4	0.000381680417707	0.006	0.492471910112	False	6	2	-0.993982232805
TRAK2	0.000381680417707	0.006	0.492471910112	False	6	2	-0.148929592046
SLCO6A1	0.000381680417707	0.006	0.492471910112	False	6	2	-0.312641064815
RNF167	0.000381680417707	0.006	0.492471910112	False	6	2	0.0
C11orf87	0.000383952422576	0.006	0.492471910112	False	6	1	-0.655462949482
ACAT1	0.000391109966633	0.006	0.492471910112	False	6	3	0.899364567009
LILRA1	0.000396971579686	0.006	0.492471910112	False	6	3	1.29849847806
RAD51	0.000397318476116	0.006	0.492471910112	False	6	2	-1.65373667896
TMEM257	0.000400290823537	0.006	0.492471910112	False	6	1	-0.945194842882
FOXRED2	0.000401236136661	0.006	0.492471910112	False	6	2	-3.71156431623
KANSL3	0.000401236136661	0.006	0.492471910112	False	6	2	0.00601722769685
SDCBP2	0.000401236136661	0.006	0.492471910112	False	6	2	0.340793031785
LCN1	0.000406041312139	0.006	0.492471910112	False	6	3	1.30430060681
TMEM259	0.000408460024017	0.006	0.492471910112	False	6	1	-1.39133077115
TDG	0.000419422497841	0.006	0.492471910112	False	6	3	1.2972088455
SPERT	0.000423348316651	0.006	0.492471910112	False	6	3	1.29677947982
CDH18	0.000424798424978	0.006	0.492471910112	False	6	1	0.715257243181
PAX4	0.000425147146778	0.006	0.492471910112	False	6	3	2.95571329141
CMC2	0.000434801075778	0.006	0.492471910112	False	5	2	-2.57550731045
CYP8B1	0.000434801075778	0.006	0.492471910112	False	6	2	0.0
SLC10A5	0.000434801075778	0.006	0.492471910112	False	6	2	0.0
DTX3L	0.000434801075778	0.006	0.492471910112	False	6	2	-2.4785843604
CASP1	0.000434801075778	0.006	0.492471910112	False	6	2	0.506017227697
hsa-mir-4653	0.000434801075778	0.006	0.492471910112	False	4	2	2.40173194796
GHSR	0.000434801075778	0.006	0.492471910112	False	6	2	-0.224661197934
ZIC4	0.000434801075778	0.006	0.492471910112	False	6	2	-0.199025459175
ACTL7A	0.000437052225699	0.006	0.492471910112	False	6	1	-3.22839773522
KCNG4	0.000437052225699	0.006	0.492471910112	False	6	1	-2.05669600982
UBE4A	0.000453901213274	0.006	0.492471910112	False	6	3	1.29592151444
STK32A	0.000453901213274	0.006	0.492471910112	False	6	3	1.29592151444
AIRE	0.0004574752269	0.006	0.492471910112	False	6	1	-0.656153856598
MAGEL2	0.000459788724167	0.006	0.492471910112	False	6	3	0.639767657838
SIGLECL1	0.000459788724167	0.006	0.492471910112	False	6	3	0.961452114936
LETMD1	0.000459788724167	0.006	0.492471910112	False	6	3	1.29592151444
WFDC11	0.000464769787507	0.006	0.492471910112	False	6	2	0.0
ANKRD53	0.00046972902762	0.007	0.526486486486	False	6	1	0.29656489279
FYB	0.00046972902762	0.007	0.526486486486	False	6	1	-1.65360467094
MRPL46	0.00047575310474	0.007	0.526486486486	False	6	2	0.286833749967
KIAA1804	0.00047575310474	0.007	0.526486486486	False	6	2	-1.8807062327
C14orf2	0.00047575310474	0.007	0.526486486486	False	6	2	-0.995910425877
PRPF3	0.000481982828341	0.007	0.526486486486	False	6	1	-0.286750806997
TXNL1	0.000486504247998	0.007	0.526486486486	False	6	2	-1.2245523761
FAM46B	0.000486504247998	0.007	0.526486486486	False	6	2	-0.994946973609
FCRL3	0.000494236629061	0.007	0.526486486486	False	6	1	-0.224402303372
IFI16	0.000494236629061	0.007	0.526486486486	False	6	1	0.0
ATP5O	0.000496829099417	0.007	0.526486486486	False	6	2	0.0
SULT1A2	0.000496829099417	0.007	0.526486486486	False	6	2	0.504727595134
HNRNPH1	0.000499418566592	0.007	0.526486486486	False	6	3	1.21095901372
C9orf153	0.000499929429489	0.007	0.526486486486	False	6	2	0.679978879407
NCAPD2	0.000506860112492	0.007	0.526486486486	False	6	3	2.23115105683
OR2Z1	0.00050982602496	0.007	0.526486486486	False	6	3	1.1926960757
LDHC	0.00050982602496	0.007	0.526486486486	False	6	3	1.69613633978
ZAK	0.000514847359568	0.007	0.526486486486	False	6	3	1.17954428351
FCRL5	0.000522828830742	0.007	0.526486486486	False	6	1	-2.53301171796
CAPN15	0.000530998031223	0.007	0.526486486486	False	6	1	-0.995910425877
MACROD2	0.000534102982751	0.008	0.526486486486	False	6	2	0.297853373572
ALKBH8	0.000534102982751	0.008	0.526486486486	False	6	2	-1.78302321909
