gene	aRRA	p_value	p_value (adj.)	significant	# sgRNAs	# signif. sgRNAs	avg. logFC
HBEGF	5.58034291835e-09	0.0	0.0	True	6	4	4.91797001907
DEPDC4	3.30688848577e-07	0.0	0.0	True	6	3	2.71398206033
ITGA7	1.24504961709e-06	0.0	0.0	True	6	4	2.58917382039
BCR	4.00522985192e-06	0.0	0.0	True	6	3	1.94027926408
PRAMEF1	4.12108805877e-06	0.0	0.0	True	6	2	2.51190324211
STEAP4	4.49049170389e-06	0.0	0.0	True	6	4	2.45450635368
PIWIL3	4.49049170389e-06	0.0	0.0	True	6	4	3.15723198436
FMO4	5.13907650856e-06	0.0	0.0	True	6	2	1.36242134547
ERC2	5.25726206284e-06	0.0	0.0	True	6	3	1.7512317988
ZMYM3	5.52215235765e-06	0.0	0.0	True	6	4	3.29508755781
OR4P4	5.67932294412e-06	0.0	0.0	True	6	3	2.37182549423
GRK7	7.55664892118e-06	0.0	0.0	True	6	2	1.56202930033
GALNT13	7.55664892118e-06	0.0	0.0	True	6	2	1.87622464602
PRDM13	8.16920048035e-06	0.0	0.0	True	6	1	0.820070178635
MAPK10	1.0260855521e-05	0.001	0.987940521083	False	6	3	3.00725871392
GH1	1.12285275482e-05	0.001	0.987940521083	False	6	4	1.76384739272
PQLC2	1.12984127907e-05	0.001	0.987940521083	False	6	4	2.6539996751
SPEN	1.41531752663e-05	0.002	0.987940521083	False	6	3	1.05967284899
TAS2R4	1.45403746979e-05	0.002	0.987940521083	False	6	4	2.2640177065
HAUS2	1.49210790963e-05	0.002	0.987940521083	False	6	4	2.67376983021
NonTargetingControlGuideForHuman_0017	1.63384009607e-05	0.002	0.987940521083	False	1	1	10.7838695051
PKD2L1	1.82541866188e-05	0.002	0.987940521083	False	6	2	0.273122217005
KDM2B	2.09026505691e-05	0.002	0.987940521083	False	6	3	1.56871841079
MOGAT1	2.10031691954e-05	0.002	0.987940521083	False	6	2	0.998696629101
SLC35B2	2.4507601441e-05	0.002	0.987940521083	False	6	1	0.817178677127
RIBC1	2.58190273639e-05	0.002	0.987940521083	False	6	2	1.57681593923
RP1	2.61104127099e-05	0.002	0.987940521083	False	6	2	0.745997637214
NEURL4	2.73916227106e-05	0.002	0.987940521083	False	6	3	1.86783195398
FAM177A1	2.77207484444e-05	0.002	0.987940521083	False	6	2	1.29770432962
APAF1	3.38313318926e-05	0.002	0.987940521083	False	6	2	0.67960663134
INHA	3.38313318926e-05	0.002	0.987940521083	False	6	2	1.20225810874
OR3A2	3.56690993074e-05	0.003	0.987940521083	False	6	3	2.65812000165
PARN	3.60523672668e-05	0.003	0.987940521083	False	6	2	0.03067153664
PLEKHM2	3.61636219487e-05	0.003	0.987940521083	False	6	3	1.81056680464
LIN37	3.67961160607e-05	0.003	0.987940521083	False	6	3	1.90784486338
H2AFY2	4.04200370485e-05	0.003	0.987940521083	False	6	3	1.45266364579
AKIRIN1	4.08460024017e-05	0.003	0.987940521083	False	6	1	1.1402613817
HDLBP	4.69648962151e-05	0.003	0.987940521083	False	6	3	1.65910043152
INPP5D	4.69648962151e-05	0.003	0.987940521083	False	6	3	0.347841889283
GRM1	4.69648962151e-05	0.003	0.987940521083	False	6	3	1.67357005922
ZNF154	4.69648962151e-05	0.003	0.987940521083	False	6	3	1.12709787051
TCP11L2	4.69648962151e-05	0.003	0.987940521083	False	6	3	1.61306507093
CNEP1R1	4.69648962151e-05	0.003	0.987940521083	False	6	3	1.70047678227
HOXC11	4.69648962151e-05	0.003	0.987940521083	False	6	3	1.97372786389
KRTAP25-1	4.78203811496e-05	0.003	0.987940521083	False	6	2	1.40304936801
OR4K5	4.78203811496e-05	0.003	0.987940521083	False	6	2	1.35859064407
IQGAP3	4.90152028821e-05	0.003	0.987940521083	False	6	1	0.494760840837
ZNF75A	5.156284344e-05	0.003	0.987940521083	False	6	2	1.54600924222
CLEC1A	5.26857098396e-05	0.003	0.987940521083	False	6	3	1.3358279843
KIAA2022	5.2720159954e-05	0.003	0.987940521083	False	6	3	2.93879085927
RSAD1	5.29271760529e-05	0.003	0.987940521083	False	6	3	1.83655432614
GLP1R	5.45979392316e-05	0.003	0.987940521083	False	6	2	1.25643241477
CLVS1	6.23116909116e-05	0.004	0.987940521083	False	6	3	0.878761249132
KRTAP6-1	6.46830588417e-05	0.004	0.987940521083	False	6	2	-0.0326287048577
SBSPON	6.53525360694e-05	0.004	0.987940521083	False	6	2	0.839389971861
SLIT2	6.53536038428e-05	0.004	0.987940521083	False	4	1	0.292886437164
MAK16	6.56036562445e-05	0.004	0.987940521083	False	6	3	2.19064896359
ALPK1	6.72707909534e-05	0.004	0.987940521083	False	6	2	1.25369617621
MRPL54	7.35228043231e-05	0.004	0.987940521083	False	6	1	0.0219215254997
GPSM1	7.58356682083e-05	0.004	0.987940521083	False	6	2	1.04890397894
hsa-mir-1208	8.20771373159e-05	0.004	0.987940521083	False	4	2	1.57748888391
ZNF81	8.34147236866e-05	0.004	0.987940521083	False	6	2	1.23110571015
ACKR4	8.34147236866e-05	0.004	0.987940521083	False	6	2	1.32103408546
OR8K1	8.98612052838e-05	0.004	0.987940521083	False	6	1	0.758809091299
SULT1C4	9.1497965018e-05	0.005	0.987940521083	False	6	3	1.3475683461
SLC27A4	9.36292388028e-05	0.005	0.987940521083	False	6	3	1.71620829414
