gene	aRRA	p_value	p_value (adj.)	significant	# sgRNAs	# signif. sgRNAs	avg. logFC
HBEGF	3.30301177346e-09	0.0	0.0	True	6	4	4.8295685953
MRI1	2.21218134067e-06	0.0	0.0	True	6	3	1.95776539287
TRIM24	4.45697787098e-06	0.0	0.0	True	6	3	2.26897188614
OGN	4.45697787098e-06	0.0	0.0	True	6	3	1.15095985829
CPSF3L	5.38264562779e-06	0.0	0.0	True	6	2	-1.55671584368
HELT	5.88670140078e-06	0.0	0.0	True	6	2	-2.21976119286
XKRX	6.00521704458e-06	0.0	0.0	True	6	3	0.759465570884
PIP5K1B	6.00521704458e-06	0.0	0.0	True	6	3	1.75537599676
LRRC8C	7.17970823274e-06	0.0	0.0	True	6	2	-2.02144061787
NonTargetingControlGuideForHuman_0017	8.16920048035e-06	0.0	0.0	True	1	1	11.3344447791
PLA2G4C	8.50819492239e-06	0.0	0.0	True	6	3	1.86212610118
PRAMEF1	1.35741358775e-05	0.0	0.0	True	6	2	1.36516143876
CSGALNACT1	1.37856384273e-05	0.0	0.0	True	6	2	-0.695836073815
RPUSD4	1.63384009607e-05	0.0	0.0	True	6	1	0.0
RNF151	1.65498336383e-05	0.0	0.0	True	6	3	0.594030238937
GALNT16	1.96045862701e-05	0.0	0.0	True	6	2	-2.26221005336
TMEM125	2.15983048289e-05	0.0	0.0	True	6	3	0.235064479306
C11orf93	2.15983048289e-05	0.0	0.0	True	6	3	0.466335549976
SULF2	2.25274157008e-05	0.0	0.0	True	6	2	-2.39491219063
ANKRD16	2.4507601441e-05	0.0	0.0	True	6	1	-3.4564158734
COL20A1	2.96010806893e-05	0.0	0.0	True	6	2	-0.599214174886
RABEP2	3.04065154999e-05	0.0	0.0	True	6	2	-0.656153856598
SBNO2	3.26768019214e-05	0.0	0.0	True	6	1	0.966412458245
COL5A2	3.62488375694e-05	0.0	0.0	True	6	2	-0.539360599772
HMGN4	4.68648407588e-05	0.0	0.0	True	6	2	-1.35448126867
IQCG	4.79123020221e-05	0.0	0.0	True	6	3	0.633308242449
PSMC3IP	4.90152028821e-05	0.0	0.0	True	6	1	0.0
ZMAT4	5.43211486185e-05	0.0	0.0	True	6	3	1.25473089228
CCDC22	5.71844033624e-05	0.0	0.0	True	6	1	-2.59675587394
GSX2	6.1311697854e-05	0.0	0.0	True	6	2	-0.656153856598
GPR137	6.53536038428e-05	0.001	0.377844827586	False	6	1	-2.62285253173
PSMD5	7.12820318253e-05	0.001	0.377844827586	False	6	2	1.62046716572
LRIG1	7.12820318253e-05	0.001	0.377844827586	False	6	2	1.42673024103
SLC35E4	7.12820318253e-05	0.001	0.377844827586	False	6	2	1.36516143876
ELAC2	7.12820318253e-05	0.001	0.377844827586	False	6	2	0.0
FAM161A	7.12820318253e-05	0.001	0.377844827586	False	6	2	-0.03430531204
OTUD6A	7.12820318253e-05	0.001	0.377844827586	False	6	2	-1.3123077132
ZNF236	7.12820318253e-05	0.001	0.377844827586	False	6	2	-0.826356941003
LAX1	7.12820318253e-05	0.001	0.377844827586	False	6	2	-0.32987328829
hsa-mir-4653	7.12820318253e-05	0.001	0.377844827586	False	4	2	2.18668994101
PGC	7.12820318253e-05	0.001	0.377844827586	False	6	2	0.0
BRPF1	7.35228043231e-05	0.001	0.377844827586	False	6	1	-0.657694245067
RECQL4	8.16920048035e-05	0.001	0.377844827586	False	6	1	-3.65320411008
TSPAN14	8.4312454159e-05	0.001	0.377844827586	False	6	2	-0.474339812554
CAMK4	8.4312454159e-05	0.001	0.377844827586	False	6	2	-1.23925134052
SP7	8.65018066948e-05	0.001	0.377844827586	False	6	2	-1.65110083021
FNTB	8.65018066948e-05	0.001	0.377844827586	False	6	2	-0.656153856598
HCRTR1	8.98612052838e-05	0.001	0.377844827586	False	6	1	-0.657694245067
RAB18	9.80304057642e-05	0.001	0.377844827586	False	6	1	-1.69551445637
ACTR3C	0.000101787166208	0.001	0.377844827586	False	6	2	-0.993982232805
TBC1D10B	0.000101787166208	0.001	0.377844827586	False	6	2	-1.23792360254
OPRL1	0.000101787166208	0.001	0.377844827586	False	6	2	-0.993982232805
GPR1	0.000101787166208	0.001	0.377844827586	False	6	2	-0.657694245067
POU2F1	0.000101787166208	0.001	0.377844827586	False	6	2	0.0
MCUR1	0.000101787166208	0.001	0.377844827586	False	6	2	0.0
HTRA3	0.000101787166208	0.001	0.377844827586	False	6	2	-1.22314847479
LDB3	0.000101787166208	0.001	0.377844827586	False	6	2	-0.380959753669
TDRD9	0.000106199606245	0.001	0.377844827586	False	6	1	-3.96218056161
ST3GAL6	0.000114368806725	0.002	0.554810126582	False	6	1	-1.39789967553
CPD	0.000115576858837	0.002	0.554810126582	False	6	2	-1.22525330347
SLC35G6	0.000115752574294	0.002	0.554810126582	False	6	2	-1.84518323538
PITPNM1	0.000118938276185	0.002	0.554810126582	False	6	2	-0.657694245067
SLC10A6	0.000121086102347	0.002	0.554810126582	False	6	2	-0.905846161708
TRPC5	0.000122538007205	0.002	0.554810126582	False	6	1	0.0
ABCG1	0.000123434603168	0.002	0.554810126582	False	6	2	-0.402318248309
HNRNPH3	0.000123434603168	0.002	0.554810126582	False	6	2	-1.65110083021
MYEF2	0.000123434603168	0.002	0.554810126582	False	6	2	1.36302405176
TSNAXIP1	0.00012617244086	0.002	0.554810126582	False	6	2	0.0
TJP3	0.000130707207686	0.002	0.554810126582	False	6	1	0.0
RP1	0.000134092733355	0.002	0.554810126582	False	6	2	-0.993982232805
hsa-mir-590	0.000138876408166	0.002	0.554810126582	False	3	1	0.0
MRAP	0.000141670103753	0.002	0.554810126582	False	6	2	0.592349642466
MEN1	0.000141670103753	0.002	0.554810126582	False	6	2	0.966412458245
EPHB4	0.000141670103753	0.002	0.554810126582	False	6	2	0.0
PRLH	0.000141670103753	0.002	0.554810126582	False	6	2	-0.995910425877
TUBGCP2	0.000141670103753	0.002	0.554810126582	False	6	2	-1.53710129208
ZNF784	0.000147045608646	0.002	0.554810126582	False	6	1	0.0
ABHD12	0.000155214809127	0.002	0.554810126582	False	6	1	-0.331305502191
AP1S3	0.000163384009607	0.002	0.554810126582	False	6	1	-0.657694245067
RIPK3	0.000169777636422	0.003	0.622585227273	False	6	2	0.0
GTF3C4	0.000169777636422	0.003	0.622585227273	False	6	2	-0.657694245067
GRK7	0.000169777636422	0.003	0.622585227273	False	6	2	-0.993982232805
SMAD6	0.000169777636422	0.003	0.622585227273	False	6	2	-0.993982232805
EBF2	0.000169777636422	0.003	0.622585227273	False	6	2	0.62946151514
ME2	0.000169777636422	0.003	0.622585227273	False	6	2	0.255375996758
PSD4	0.000169777636422	0.003	0.622585227273	False	6	2	0.59260710861
KANSL3	0.000169777636422	0.003	0.622585227273	False	6	2	0.755375996763
NAGS	0.000169777636422	0.003	0.622585227273	False	6	2	-0.988140760194
FAM173A	0.000169777636422	0.003	0.622585227273	False	6	2	0.0
PCDHB1	0.000169777636422	0.003	0.622585227273	False	6	2	0.922782395435
DDB2	0.000169777636422	0.003	0.622585227273	False	6	2	0.0
AJUBA	0.000169777636422	0.003	0.622585227273	False	6	2	0.0
CADPS	0.000169777636422	0.003	0.622585227273	False	6	2	-0.349802446706
C19orf12	0.000169777636422	0.003	0.622585227273	False	6	2	0.462894746402
TMEM115	0.000169777636422	0.003	0.622585227273	False	6	2	-0.657694245067
KCND1	0.000169777636422	0.003	0.622585227273	False	6	2	-0.818651428624
COL3A1	0.000169777636422	0.003	0.622585227273	False	6	2	-1.38930820895
HOXC11	0.000169777636422	0.003	0.622585227273	False	6	2	0.0
MGMT	0.000171553210087	0.003	0.622585227273	False	6	1	-3.65462811882
KIAA1045	0.000179722410568	0.004	0.622585227273	False	6	1	-1.65110083021
PCDHAC1	0.000196060811528	0.004	0.622585227273	False	6	1	0.0
EXOC1	0.000200658376776	0.004	0.622585227273	False	6	2	0.0
NonTargetingControlGuideForHuman_0314	0.000204230012009	0.004	0.622585227273	False	1	1	8.70759056749
MAGOHB	0.000205196830756	0.004	0.622585227273	False	6	2	-1.31384810167
KCNAB1	0.000205196830756	0.004	0.622585227273	False	6	2	-0.656153856598
ZNF124	0.000205196830756	0.004	0.622585227273	False	6	2	0.0
TOR1A	0.00020978603734	0.004	0.622585227273	False	6	2	-0.0743960111982
M6PR	0.000210378067629	0.004	0.622585227273	False	6	2	2.03612569231
LOC730159	0.000212399212489	0.004	0.622585227273	False	6	1	-1.53301567948
HIST1H2BN	0.000215144341071	0.004	0.622585227273	False	6	2	1.13682595429
DEPDC4	0.000215144341071	0.004	0.622585227273	False	6	2	2.58687962397
CCDC96	0.000215144341071	0.004	0.622585227273	False	6	2	-1.8107096561
SAMD1	0.000224469723235	0.004	0.622585227273	False	6	2	0.0
USP17L4	0.00022873761345	0.004	0.622585227273	False	6	1	0.0
ATG5	0.00023690681393	0.004	0.622585227273	False	6	1	-1.69479949866
GLB1	0.00024507601441	0.004	0.622585227273	False	6	1	-1.22314847479
ZNF44	0.000253245214891	0.004	0.622585227273	False	6	1	-0.485740360553
SERPINE1	0.000261414415371	0.004	0.622585227273	False	6	1	-0.993982232805
PIWIL3	0.000269583615852	0.004	0.622585227273	False	6	1	0.960317782783
PI3	0.000270828055678	0.005	0.622585227273	False	6	2	0.0
SAMD8	0.000270828055678	0.005	0.622585227273	False	6	2	-1.07633013382
KLK11	0.000270828055678	0.005	0.622585227273	False	6	2	-1.88224662117
TMBIM4	0.000270828055678	0.005	0.622585227273	False	6	2	-2.53392051568
GLG1	0.000270828055678	0.005	0.622585227273	False	6	2	-1.88140716007
CACTIN	0.000270828055678	0.005	0.622585227273	False	6	2	-0.656153856598
SUPT20HL1	0.000270828055678	0.005	0.622585227273	False	6	2	-0.656153856598
MTERFD3	0.000270828055678	0.005	0.622585227273	False	6	2	-1.22314847479
ACOX3	0.000270828055678	0.005	0.622585227273	False	6	2	-0.149407004709
RUFY2	0.000270828055678	0.005	0.622585227273	False	6	2	0.0
USP35	0.000270828055678	0.005	0.622585227273	False	6	2	-1.22385076698
ALG12	0.000270828055678	0.005	0.622585227273	False	6	2	-2.39339790422
ABCA4	0.000270828055678	0.005	0.622585227273	False	6	2	0.0
INTS5	0.000270828055678	0.005	0.622585227273	False	6	2	-1.65360467094
KRT75	0.000270828055678	0.005	0.622585227273	False	6	2	0.420635565568
FAM126A	0.000270828055678	0.005	0.622585227273	False	6	2	0.0
ZSCAN20	0.000270828055678	0.005	0.622585227273	False	6	2	-0.657694245067
HAUS2	0.000270828055678	0.005	0.622585227273	False	6	2	-1.53801008981
PTAFR	0.000270828055678	0.005	0.622585227273	False	6	2	-0.0383948861598
PDZD7	0.000270828055678	0.005	0.622585227273	False	6	2	-1.89169542524
FOXA1	0.000270828055678	0.005	0.622585227273	False	6	2	-1.39734799885
SRSF9	0.000270828055678	0.005	0.622585227273	False	6	2	1.01953506816
SNRPE	0.000270828055678	0.005	0.622585227273	False	6	2	-2.93564822824
CYP39A1	0.000270828055678	0.005	0.622585227273	False	6	2	0.310258601647
SHROOM4	0.000270828055678	0.005	0.622585227273	False	6	2	0.0
DNAH14	0.000277752816332	0.005	0.622585227273	False	6	1	-3.05053257889
DEFB115	0.000285922016812	0.005	0.622585227273	False	6	1	-1.31538849013
ORC4	0.000302260417773	0.005	0.622585227273	False	6	1	0.0
EIF4A3	0.000310429618253	0.005	0.622585227273	False	6	1	0.0
KCNK5	0.000317737592764	0.005	0.622585227273	False	6	2	0.966412458245
SIGLECL1	0.000320510349982	0.005	0.622585227273	False	6	2	-1.12982544082
CHMP4A	0.000322707877658	0.005	0.622585227273	False	6	2	-0.195836073813
CNOT6L	0.000326768019214	0.005	0.622585227273	False	6	1	-1.28162406274
LRBA	0.000330384100514	0.005	0.622585227273	False	6	2	-1.32980160289
