CHMP1B	2.96676921799
hsa-mir-320d-1	5.93353843598
TCOF1	14.8338460899
NSRP1	35.6012306159
SPPL3	14.8338460899
OPA3	97.9033841936
OPA1	106.803691848
ITGA8	56.3686151418
ITGA9	53.4018459238
hsa-mir-4705	121.637537938
hsa-mir-4704	14.8338460899
hsa-mir-4703	0.0
hsa-mir-4701	5.93353843598
hsa-mir-4700	32.6344613979
ITGA1	8.90030765397
ITGA2	2.96676921799
ITGA3	8.90030765397
ITGA4	106.803691848
ITGA5	14.8338460899
ITGA6	77.1359996677
ITGA7	14.8338460899
TRHR	11.867076872
UFSP1	8.90030765397
UFSP2	35.6012306159
FAM212B	29.6676921799
FAM212A	89.0030765397
CHST9	180.972922297
CHST8	71.2024612317
CHST1	17.8006153079
CHST3	26.7009229619
CHST2	71.2024612317
CHST5	77.1359996677
CHST4	74.1692304497
CHST7	11.867076872
CHST6	41.5347690519
ITGAX	38.5679998339
BCL2A1	62.3021535778
ITGAV	44.5015382698
ITGAL	91.9698457577
ITGAM	23.7341537439
ITGAD	80.1027688857
SPR	8.90030765397
CRLF2_Y	0.0
CRLF2_X	0.0
IGF2R	180.972922297
SLC36A4	32.6344613979
SLC36A3	11.867076872
CKS1B	71.2024612317
SLC36A1	62.3021535778
ARTN	29.6676921799
ART1	133.50461481
ART3	62.3021535778
ART5	29.6676921799
ART4	62.3021535778
hsa-mir-3168	29.6676921799
hsa-mir-3169	14.8338460899
hsa-mir-3166	0.0
hsa-mir-3167	32.6344613979
hsa-mir-3164	8.90030765397
hsa-mir-3165	32.6344613979
hsa-mir-3162	35.6012306159
hsa-mir-3163	0.0
hsa-mir-3161	14.8338460899
NonTargetingControlGuideForHuman_0339	11.867076872
NonTargetingControlGuideForHuman_0338	0.0
NonTargetingControlGuideForHuman_0331	14.8338460899
NonTargetingControlGuideForHuman_0330	23.7341537439
NonTargetingControlGuideForHuman_0333	23.7341537439
NonTargetingControlGuideForHuman_0332	2.96676921799
NonTargetingControlGuideForHuman_0335	109.770461066
NonTargetingControlGuideForHuman_0334	11.867076872
NonTargetingControlGuideForHuman_0337	23.7341537439
NonTargetingControlGuideForHuman_0336	8.90030765397
CRTAM	56.3686151418
CADPS2	115.703999502
RLF	29.6676921799
USP17L30	0.0
CRTAP	2.96676921799
ADPGK	65.2689227958
CPEB4	29.6676921799
CPEB1	50.4350767058
CPEB3	26.7009229619
CPEB2	163.172306989
SRBD1	71.2024612317
ABAT	17.8006153079
hsa-mir-450a-1	2.96676921799
hsa-mir-450a-2	2.96676921799
POU5F1B	29.6676921799
PHOX2A	20.7673845259
PHOX2B	32.6344613979
UPK2	41.5347690519
CFH	180.972922297
CFI	5.93353843598
ANKFY1	59.3353843598
CFB	329.311383197
CFP	20.7673845259
AAAS	5.93353843598
SIDT1	109.770461066
SIDT2	5.93353843598
